statefips,countyfips,target
-1.195744450358931,0.3369144539321443,2.53
-1.195744450358931,0.3575509334761915,2.27
-1.195744450358931,0.3778843114723592,2.77
-1.195744450358931,0.3979246347957856,2.57
-1.195744450358931,0.41768143864960566,2.62
-1.195744450358931,0.437163781393963,2.64
-1.195744450358931,0.45638027642838047,2.65
-1.195744450358931,0.4753391214238404,2.21
-1.195744450358931,0.4940481251664976,2.85
-1.195744450358931,0.5125147322451269,2.05
-1.195744450358931,0.5307460457883441,2.69
-1.195744450358931,0.5487488484349535,2.44
-1.195744450358931,0.5665296217008319,2.58
-1.195744450358931,0.5840945638883439,2.46
-1.195744450358931,0.6014496066689001,2.57
-1.195744450358931,0.6186004304557555,2.45
-1.195744450358931,0.6355524786722138,2.66
-1.1216370120068144,-2.4041020414735232,2.63
-1.1216370120068144,-2.082276702982297,2.98
-1.1216370120068144,-1.86874298697019,2.71
-1.1216370120068144,-1.704660426620146,2.55
-1.1216370120068144,-1.5696752228679625,2.62
-1.1216370120068144,-1.454108971920245,2.8
-1.1216370120068144,-1.352535328459298,3.05
-1.1216370120068144,-1.2615814172353588,2.81
-1.1216370120068144,-1.1789959480865158,2.68
-1.1216370120068144,-1.1031954733446314,2.71
-1.1216370120068144,-1.0330205937810208,2.59
-1.1216370120068144,-0.9675949095089756,2.71
-1.1216370120068144,-0.9062385567533586,2.79
-1.1216370120068144,-0.8484126810366042,2.37
-1.1216370120068144,-0.7936823851984369,2.89
-1.1216370120068144,-0.7416911983902218,2.54
-1.1216370120068144,-0.6921429962693284,2.81
-1.1216370120068144,-0.6447888926618692,2.7
-1.1216370120068144,-0.5994175387152672,2.13
-1.1216370120068144,-0.5558478131536311,2.68
-1.1216370120068144,-0.4735075697184635,2.75
-1.1216370120068144,-0.4344815042830214,2.72
-1.1216370120068144,-0.3967398316991988,2.71
-1.1216370120068144,-0.36018930990811704,3.32
-1.1216370120068144,-0.3247468756213473,2.55
-1.1216370120068144,-0.290338189061288,3.24
-1.1216370120068144,-0.2568964323718745,2.49
-1.1216370120068144,-0.2243613100898303,2.84
-1.1216370120068144,-0.19267821196853815,2.55
-1.1216370120068144,-0.1617975073017256,2.57
-1.1216370120068144,-0.13167394655485581,2.97
-1.1216370120068144,-0.10226615117333404,2.49
-1.1216370120068144,-0.07353617631883969,2.64
-1.1216370120068144,-0.045449134289415924,2.73
-1.1216370120068144,-0.017972868723021947,2.86
-1.1216370120068144,0.008922328472556626,2.98
-1.1216370120068144,0.035263964060709425,2.74
-1.1216370120068144,0.061077559721026665,2.73
-1.1216370120068144,0.08638684209709599,2.72
-1.1216370120068144,0.11121391039132836,2.64
-1.1216370120068144,0.13557938463830435,2.47
-1.1216370120068144,0.15950253728775815,2.74
-1.1216370120068144,0.1830014103175806,2.46
-1.1216370120068144,0.20609291975843996,2.63
-1.1216370120068144,0.2287929492308504,2.35
-1.1216370120068144,0.2511164338617944,2.52
-1.1216370120068144,0.2730774357526321,2.52
-1.1216370120068144,0.29468921200603754,2.87
-1.1216370120068144,0.3159642761815078,2.62
-1.1216370120068144,0.3369144539321443,2.86
-1.1216370120068144,0.3575509334761915,2.95
-1.1216370120068144,0.3778843114723592,2.49
-1.1216370120068144,0.3979246347957856,2.68
-1.1216370120068144,0.41768143864960566,2.6
-1.1216370120068144,0.437163781393963,2.48
-1.1216370120068144,0.45638027642838047,2.8
-1.1216370120068144,0.4753391214238404,2.64
-1.1216370120068144,0.4940481251664976,3.14
-1.1216370120068144,0.5125147322451269,2.54
-1.1216370120068144,0.5307460457883441,2.5
-1.1216370120068144,0.5487488484349535,2.58
-1.1216370120068144,0.5665296217008319,2.67
-1.1216370120068144,0.5840945638883439,2.49
-1.1216370120068144,0.6014496066689001,2.83
-1.1216370120068144,0.6186004304557555,2.7
-1.1216370120068144,0.6355524786722138,2.4
-1.1216370120068144,0.6523109710098142,3.12
-1.1216370120068144,0.6688809157617327,2.74
-1.1216370120068144,0.6852671213083008,3.0
-1.1216370120068144,0.7014742068241603,2.49
-1.1216370120068144,0.7175066122699557,2.63
-1.1216370120068144,0.7333686077256167,2.79
-1.1216370120068144,0.7490643021169818,2.48
-1.1216370120068144,0.7645976513828384,2.65
-1.1216370120068144,0.7799724661251993,3.0
-1.1216370120068144,0.795192418781857,2.72
-1.1216370120068144,0.810261050356838,2.71
-1.1216370120068144,0.8251817767412929,2.88
-1.1216370120068144,0.8399578946546022,2.61
-1.1216370120068144,0.854592587232954,2.75
-1.1216370120068144,0.8690889292903738,2.61
-1.1216370120068144,0.8834498922751791,2.53
-1.1216370120068144,0.8976783489428971,2.8
-1.1216370120068144,0.9117770777650576,2.76
