statefips,countyfips,target
45,87,2.37
45,89,2.64
45,91,2.61
46,3,2.24
46,5,2.31
46,7,3.24
46,9,2.23
46,11,2.38
46,13,2.29
46,15,2.47
46,17,3.73
46,19,2.49
46,21,2.27
46,23,2.78
46,25,2.21
46,27,2.21
46,29,2.28
46,31,3.37
46,33,2.12
46,35,2.2
46,37,2.15
46,39,2.25
46,41,3.36
46,43,2.22
46,45,2.3
46,47,2.14
46,49,2.16
46,51,2.2
46,53,2.12
46,55,2.39
46,57,2.64
46,59,2.19
46,61,2.96
46,63,2.48
46,65,2.3
46,67,2.23
46,69,2.52
46,71,3.05
46,73,2.31
46,75,1.83
46,77,2.18
46,79,2.38
46,81,2.22
46,83,2.74
46,85,2.74
46,87,2.37
46,89,1.89
46,91,2.52
46,93,2.42
46,95,3.04
46,97,2.24
46,99,2.48
46,101,2.3
46,102,4.73
46,103,2.46
46,105,2.21
46,107,2.11
46,109,2.74
46,111,2.09
46,115,2.41
46,117,2.34
46,119,2.34
46,121,3.62
46,123,2.08
46,125,2.31
46,127,2.48
46,129,2.21
46,135,2.33
46,137,3.5
47,1,2.43
47,3,2.72
47,5,2.37
47,7,2.75
47,9,2.51
47,11,2.58
47,13,2.48
47,15,2.53
47,17,2.45
47,19,2.31
47,21,2.7
47,23,2.66
47,25,2.4
47,27,2.37
47,29,2.38
47,31,2.49
47,33,2.64
47,35,2.35
47,37,2.41
47,39,2.3
47,41,2.7
47,43,2.69
47,45,2.51
47,47,2.58
47,49,2.43
47,51,2.4
47,53,2.49
47,55,2.49
47,57,2.52
47,59,2.38
47,61,2.55
47,63,2.54
47,65,2.48
47,67,2.35
47,69,2.59
47,71,2.58
47,73,2.42
47,75,2.57
47,77,2.57
47,79,2.36
47,81,2.6
47,83,2.49
47,85,2.53
47,87,2.49
47,89,2.58
47,91,2.29
47,93,2.39
47,95,2.38
47,97,2.5
47,99,2.59
47,101,2.49
47,103,2.43
47,105,2.49
47,107,2.58
47,109,2.61
47,111,2.53
47,113,2.56
47,115,2.43
47,117,2.57
47,119,2.55
47,121,2.51
47,123,2.6
47,125,2.76
47,127,2.55
47,129,2.52
47,131,2.42
47,133,2.45
47,135,2.4
47,137,2.25
47,139,2.44
47,141,2.38
47,143,2.51
47,145,2.4
47,147,2.7
47,149,2.76
47,151,2.61
47,153,2.56
47,155,2.52
47,157,2.65
47,159,2.53
47,161,2.57
47,163,2.32
47,165,2.7
47,167,2.82
47,169,2.65
47,171,2.36
47,173,2.59
47,175,2.61
47,177,2.51
47,179,2.29
47,181,2.48
47,183,2.32
47,185,2.65
47,187,2.86
47,189,2.72
48,1,2.68
48,3,3.05
48,5,2.77
48,7,2.46
48,9,2.6
48,11,2.63
48,13,3.04
48,15,2.59
48,17,2.92
48,19,2.45
48,21,2.94
48,23,2.06
48,25,2.85
48,27,2.89
48,29,2.9
48,31,2.55
48,33,2.69
48,35,2.52
48,37,2.63
48,39,2.85
48,41,2.58
48,43,2.27
48,45,2.47
48,47,3.31
48,49,2.71
48,51,2.67
48,53,2.58
48,55,2.85
48,57,2.68
48,59,2.55
48,61,3.42
48,63,2.81
48,65,2.62
48,67,2.56
48,69,3.14
48,71,2.84
48,73,2.74
48,75,2.44
48,77,2.51
48,79,2.79
48,81,1.95
48,83,2.49
48,85,2.81
48,87,2.7
48,89,2.67
48,91,2.7
48,93,2.62
48,95,3.3
48,97,2.61
48,99,2.86
48,101,2.38
48,103,3.01
48,105,2.53
48,107,2.71
48,109,2.86
48,111,3.09
48,113,2.79
48,115,2.74
48,117,3.05
48,119,2.67
48,121,2.8
48,123,2.66
48,125,2.36
48,127,2.96
48,129,2.53
48,131,2.8
48,133,2.55
48,135,2.91
48,137,2.54
48,139,2.95
48,141,3.14
48,143,2.62
48,145,2.86
48,147,2.56
48,149,2.55
48,151,2.29
48,153,2.54
48,155,2.3
48,157,3.17
48,159,2.46
48,161,2.44
48,163,3.14
48,165,3.35
48,167,2.66
48,169,2.7
48,171,2.36
48,173,2.74
48,175,2.54
48,177,3.07
48,179,2.59
48,181,2.55
48,183,2.61
48,185,2.63
48,187,2.89
48,189,2.86
48,191,2.71
48,193,2.52
48,195,2.78
48,197,2.42
48,199,2.64
48,201,2.88
48,203,2.76
48,205,2.61
48,207,2.2
48,209,2.78
48,211,2.77
48,213,2.61
48,215,3.62
48,217,2.63
48,219,2.8
48,221,2.51
48,223,2.65
48,225,2.45
48,227,2.73
48,229,3.06
48,231,2.77
48,233,2.62
48,235,2.5
48,237,2.55
48,239,2.79
48,241,2.83
48,243,2.12
48,245,2.53
48,247,3.09
48,249,2.97
48,251,2.84
48,253,2.26
48,255,2.83
48,257,3.05
48,259,2.72
48,261,3.88
48,263,2.07
48,265,2.38
48,267,2.22
48,269,2.36
48,271,3
48,273,2.76
48,275,2.55
48,277,2.56
48,279,2.78
48,281,2.66
48,283,3.19
48,285,2.48
48,287,2.69
48,289,2.72
48,291,2.82
48,293,2.77
48,295,2.87
48,297,2.78
48,299,2.21
48,301,2.6
48,303,2.59
48,305,2.62
48,307,2.59
48,309,2.68
48,311,2.8
48,313,2.32
48,315,2.26
48,317,3.18
48,319,2.37
48,321,2.7
48,323,3.48
48,325,2.98
48,327,2.25
48,329,2.83
48,331,2.56
48,333,2.55
48,335,2.45
48,337,2.39
48,339,2.88
48,341,3.21
48,343,2.53
48,345,2.41
48,347,2.52
48,349,2.7
48,351,2.88
48,353,2.62
48,355,2.72
48,357,2.86
48,359,2.52
48,361,2.57
48,363,2.62
48,365,2.63
48,367,2.78
48,369,3.08
48,371,3.17
48,373,2.4
48,375,2.68
48,377,2.77
48,379,2.61
48,381,2.55
48,383,2.93
48,385,2.65
48,387,2.38
48,389,3.06
48,391,2.59
48,393,2.66
48,395,2.69
48,397,2.98
48,399,2.76
48,401,2.75
48,403,2.73
48,405,2.93
48,407,2.84
48,409,2.87
48,411,2.45
48,413,3
48,415,2.65
48,417,2.42
48,419,2.72
48,421,3.07
48,423,2.7
48,425,2.45
48,427,3.84
48,429,2.55
48,431,2.9
48,433,2.35
48,435,2.66
48,437,2.73
48,439,2.81
48,441,2.59
48,443,1.98
48,445,2.86
48,447,2.17
48,449,3.08
48,451,2.54
48,453,2.57
48,455,2.69
48,457,2.39
48,459,2.85
48,461,2.75
48,463,3.13
48,465,3.2
48,467,2.79
48,469,2.73
48,471,2.37
48,473,2.94
48,475,2.86
48,477,2.68
48,479,3.73
48,481,2.77
48,483,2.42
48,485,2.45
48,487,2.41
48,489,3.51
48,491,2.9
48,493,2.9
48,495,2.84
48,497,2.86
48,499,2.57
48,501,3.01
48,503,2.54
48,505,3.16
48,507,3.26
49,1,2.84
49,3,3.08
49,5,3.19
49,7,2.61
49,9,2.43
49,11,3.29
49,13,2.94
49,15,3.02
49,17,2.75
49,19,2.44
49,21,3.07
49,23,3.29
49,25,2.55
49,27,2.98
49,29,3.4
49,31,3.28
49,33,3.57
49,35,3.03
49,37,3.75
49,39,3.13
49,41,2.9
49,43,2.75
49,45,3.25
49,47,3.22
49,49,3.62
49,51,3.27
49,53,2.99
49,55,2.74
49,57,2.94
51,1,2.29
51,3,2.45
51,5,2.33
51,7,2.68
51,9,2.48
51,11,2.55
51,13,2.24
51,15,2.5
51,17,2.1
51,19,2.48
51,21,2.19
51,23,2.55
51,25,2.51
51,27,2.37
51,29,2.68
51,31,2.5
51,33,2.48
51,35,2.37
51,36,2.47
51,37,2.57
51,41,2.78
51,43,2.55
51,45,2.35
51,47,2.83
51,49,2.45
51,51,2.43
51,53,2.74
51,57,2.53
51,59,2.85
51,61,2.84
51,63,2.46
51,65,2.5
51,67,2.36
51,69,2.72
51,71,2.32
51,73,2.57
51,75,2.5
51,77,2.24
51,79,2.64
51,81,2.17
51,83,2.43
51,85,2.65
51,87,2.54
51,89,2.32
51,91,2.1
51,93,2.57
51,95,2.49
51,97,2.46
51,99,2.96
51,101,2.66
51,103,2.13
51,105,2.52
51,107,3.08
51,109,2.64
51,111,2.48
51,113,2.58
51,115,2.3
51,117,2.41
51,119,2.38
51,121,2.48
51,125,2.33
51,127,2.61
51,131,2.26
51,133,2.1
51,135,2.54
51,137,2.66
51,139,2.52
51,141,2.31
51,143,2.36
51,145,2.63
51,147,2.49
51,149,3.03
51,153,3.17
51,155,2.3
51,157,2.26
51,159,2.47
51,161,2.4
51,163,2.39
51,165,2.57
51,167,2.51
51,169,2.34
51,171,2.47
51,173,2.43
51,175,2.53
51,177,2.97
51,179,3.08
51,181,2.56
51,183,2.08
51,185,2.38
51,187,2.62
51,191,2.35
51,193,2.51
51,195,2.46
51,197,2.44
51,199,2.73
51,510,2.21
51,520,2.22
51,530,2.26
51,540,2.39
51,550,2.75
51,570,2.44
51,580,2.28
51,590,2.2
51,595,2.21
51,600,2.7
51,610,2.57
51,620,2.41
51,630,2.46
51,640,2.19
51,650,2.51
51,660,2.69
51,670,2.53
51,678,2.04
51,680,2.37
51,683,3.27
51,685,3.31
51,690,2.26
51,700,2.5
51,710,2.53
51,720,2.21
51,730,2.44
51,735,2.59
51,740,2.54
51,750,2.57
51,760,2.33
51,770,2.29
51,775,2.29
51,790,2.21
51,800,2.75
51,810,2.63
51,820,2.32
51,830,2.37
51,840,2.47
50,1,2.38
50,3,2.25
50,5,2.43
50,7,2.36
50,9,2.29
50,11,2.57
50,13,2.34
50,15,2.39
50,17,2.32
50,19,2.35
50,21,2.29
50,23,2.32
50,25,2.21
50,27,2.25
53,1,3.24
53,3,2.34
53,5,2.72
53,7,2.7
53,9,2.27
53,11,2.71
53,13,2.31
53,15,2.54
53,17,2.76
53,19,2.39
53,21,3.4
53,23,2.3
53,25,3
53,27,2.51
53,29,2.33
53,31,2.18
53,33,2.45
53,35,2.54
53,37,2.34
53,39,2.62
53,41,2.52
53,43,2.34
53,45,2.58
53,47,2.42
53,49,2.24
53,51,2.38
53,53,2.65
53,55,2.04
53,57,2.56
53,59,2.49
53,61,2.68
53,63,2.45
53,65,2.44
53,67,2.52
53,69,2.31
53,71,2.5
53,73,2.53
53,75,2.31
53,77,3.05
55,1,2.47
55,3,2.29
55,5,2.35
55,7,2.16
55,9,2.46
55,11,2.29
55,13,2.08
55,15,2.66
55,17,2.44
55,19,2.65
55,21,2.44
55,23,2.38
55,25,2.35
55,27,2.51
55,29,2.11
55,31,2.28
55,33,2.48
55,35,2.43
55,37,2.32
55,39,2.4
55,41,2.33
55,43,2.44
55,45,2.47
55,47,2.36
55,49,2.43
55,51,1.99
55,53,2.42
55,55,2.49
55,57,2.48
55,59,2.62
55,61,2.49
55,63,2.41
55,65,2.51
55,67,2.21
55,69,2.22
55,71,2.34
55,73,2.48
55,75,2.2
55,77,2.36
55,78,3.48
55,79,2.44
55,81,2.49
55,83,2.4
55,85,2.33
55,87,2.51
55,89,2.5
55,91,2.45
55,93,2.51
55,95,2.39
55,97,2.41
55,99,2.03
55,101,2.53
55,103,2.29
55,105,2.47
55,107,2.27
55,109,2.63
55,111,2.45
55,113,2.19
55,115,2.41
55,117,2.4
55,119,2.32
55,121,2.45
55,123,2.54
55,125,1.99
55,127,2.53
55,129,2.16
55,131,2.49
55,133,2.51
55,135,2.35
55,137,2.39
55,139,2.33
55,141,2.3
54,1,2.68
54,3,2.63
54,5,2.5
54,7,2.51
54,9,2.26
54,11,2.32
54,13,2.44
54,15,2.62
54,17,2.85
54,19,2.47
54,21,2.4
54,23,2.8
54,25,2.28
54,27,2.25
54,29,2.32
54,31,2.69
54,33,2.48
54,35,2.62
54,37,2.65
54,39,2.28
54,41,2.48
54,43,2.69
54,45,2.5
54,47,2.39
54,49,2.47
54,51,2.36
54,53,2.44
54,55,2.39
54,57,2.4
54,59,2.38
54,61,2.56
54,63,2.3
54,65,2.36
54,67,2.39
54,69,2.24
54,71,2.35
54,73,2.43
54,75,2.24
54,77,2.52
54,79,2.6
54,81,2.4
54,83,2.35
54,85,2.56
54,87,2.48
54,89,2.22
54,91,2.45
54,93,2.26
54,95,2.48
54,97,2.57
54,99,2.47
54,101,2.28
54,103,2.46
54,105,2.4
54,107,2.37
54,109,2.48
56,1,2.26
56,3,2.59
56,5,2.71
56,7,2.44
56,9,2.47
56,11,2.43
56,13,2.61
56,15,2.35
56,17,2.15
56,19,2.34
56,21,2.51
56,23,2.68
56,25,2.44
56,27,2.15
56,29,2.38
56,31,2.3
56,33,2.28
56,35,2.74
56,37,2.64
56,39,2.63
56,41,2.76
56,43,2.34
56,45,2.27
